,0,1,2,3,4,5,6,7,8,9,10
0,8000.0,4618.832778827589,16000.0,0.0,8000.0,-6.729038057678754e-17,-1.2000000001055144,4000.0,12000.0,0.0,8000.0
1,8000.0,4618.821386945853,16000.000000000002,0.0,8000.000000000001,2.5356201675151103e-16,-1.2000000000416173,4000.0000000000005,12000.0,0.0,8000.0
2,8000.0,4618.821816905536,16000.0,0.0,8000.0,3.6724287325106333e-16,-1.2000000000434985,4000.0000000000005,12000.0,0.0,8000.0
3,7999.999999999998,4618.835881064688,15999.999999999998,0.0,7999.999999999999,2.9642594848157667e-16,-1.2000000001279734,3999.9999999999995,11999.999999999998,0.0,7999.999999999998
4,7999.999999999998,4618.860934477645,16000.0,0.0,8000.0,9.6863723528911e-16,-1.2000000003887046,4000.0,12000.0,0.0,8000.0
5,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
6,7999.999999999999,4618.820280648442,15999.999999999998,0.0,7999.999999999999,2.588922418773666e-16,-1.2000000000369664,3999.9999999999995,11999.999999999998,0.0,7999.999999999998
7,7999.999999999999,4618.812319913094,16000.0,0.0,8000.0,8.600168716918735e-16,-1.2000000000116293,4000.0,12000.0,0.0,8000.0
8,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
9,7999.999999999999,4618.813008809578,16000.0,0.0,8000.0,6.320717729338877e-16,-1.2000000000132571,4000.0,12000.0,0.0,8000.0
10,8000.0,4618.828446832693,15999.999999999998,0.0,7999.999999999999,-5.488363526176075e-16,-1.2000000000777749,3999.9999999999995,12000.0,0.0,8000.0
11,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
12,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
13,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
14,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
15,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
16,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
17,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
18,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
19,8000.000000000001,4618.820658296258,16000.000000000002,0.0,8000.000000000001,9.148352670509346e-17,-1.2000000000385231,4000.0000000000005,12000.000000000002,0.0,8000.000000000002
20,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
21,7999.999999999998,4618.811776011468,16000.0,0.0,8000.0,1.2897243506813305e-15,-1.2000000000104156,4000.0,12000.0,0.0,8000.0
22,8000.0,4618.845194189375,16000.0,0.0,8000.0,1.359425141186804e-16,-1.200000000208404,4000.0,12000.0,0.0,8000.0
23,8000.0,4618.821686267815,16000.0,0.0,8000.0,2.789670433148837e-16,-1.2000000000429223,4000.0,12000.0,0.0,8000.0
